"","Alapterület","Szobák száma"," Hitelre van szükséged? Kalkulálj! ","Ingatlan állapota","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Fűtés","Akadálymentesített","Fürdő és WC","Tájolás","Kilátás","Kertkapcsolatos","Tetőtér","Parkolás","Építés éve","Légkondicionáló","Rezsiköltség","Erkély","Parkolóhely ára","Panelprogram"," 118 000 € "," 80 880 € "," 69 540 € "," 144 330 € "," 80 370 € "," 97 150 € "," 73 880 € "," 76 000 € "," 178 250 € "," 69 180 € "," 71 470 € "," 195 690 € "," 193 860 € "," 220 090 € "," 229 000 € "," 144 900 € "," 363 430 € "," 103 640 € "," 250 000 € "," 208 000 € "," 141 440 € "," 77 480 € "," 81 330 € "," 222 290 € "," 83 050 € "
"237","83 m²"," 2 + 2 fél ","65 millió Ft","jó állapotú","duplakomfortos","nincs megadva","5","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nem","külön helyiségben","kelet","utcai","nem","nincs megadva","udvari beálló - benne van az árban","2001-2010 között","van","12 000 Ft/hó","4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","80 m²"," 4 ","52,9 millió Ft","felújított","összkomfortos","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","külön és egyben is","dél","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet",NA,"van",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","138 m²"," 4 + 1 fél ","96,6 millió Ft","felújított","összkomfortos","nincs megadva","1","3","nincs","3 m vagy magasabb","gáz (cirko)","nem","külön helyiségben","nincs megadva","utcai","nem","nem tetőtéri","udvari beálló - benne van az árban","1950 előtt","nincs","21 000 Ft/hó","4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","51 m²"," 1 + 1 fél ","39,9 millió Ft","felújított","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","északkelet","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet","1981-2000 között","nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","65 m²"," 1 + 2 fél ","51,9 millió Ft","felújított","nincs megadva","nincs megadva","2","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nem tetőtéri","nincs megadva","2001-2010 között",NA,NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","61 m²"," 2 + 1 fél ","49,9 millió Ft","felújított","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","nincs megadva","utcai","igen","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","nincs","8 000 Ft/hó","7 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","62 m²"," 3 ","36,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva",NA,NA,"30 000 Ft/hó","4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","57 m²"," 3 ","58,9 millió Ft","újszerű","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","külön helyiségben","kelet","utcai","nem","nem tetőtéri","udvari beálló - benne van az árban","2017","van",NA,"10 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","51 m²"," 2 + 1 fél ","32,2 millió Ft","jó állapotú","összkomfortos","nincs megadva","félemelet","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","külön helyiségben","északnyugat","nincs megadva","nincs megadva","nem tetőtéri","utca, közterület","1950-1980 között","van",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","46 m²"," 2 ","27,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","8","10","van","3 m-nél alacsonyabb","nincs megadva","igen","egy helyiségben","északkelet","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes",NA,"nincs",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","48 m²"," 2 ","36,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","6","van","3 m-nél alacsonyabb","nincs megadva","nincs megadva","egy helyiségben","délnyugat","kertre néző","igen","nincs megadva","önálló garázs - benne van az árban","2001-2010 között",NA,NA,"5.27 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","46 m²"," 2 ","27,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","10","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","igen","egy helyiségben","délnyugat","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","van",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","90 m²"," 2 + 2 fél ",NA,"jó állapotú","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","nincs megadva","délnyugat","kertre néző","nem","nem tetőtéri","önálló garázs - benne van az árban","2001-2010 között",NA,NA,"12 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","68 m²"," 3 ","41,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","külön helyiségben","délnyugat","utcai","nem","tetőtéri","önálló garázs - kötelező megvenni","1981-2000 között","van",NA,"4 m²","3 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","52 m²"," 1 + 1 fél ","36 millió Ft","felújított","összkomfortos","nincs megadva","1","2","nincs megadva","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","kertre néző","nincs megadva","nincs megadva","udvari beálló - benne van az árban",NA,NA,NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","11 m²"," 1 ","18,9 millió Ft","felújított","komfortos","nincs megadva","földszint","nincs megadva","nincs","3 m vagy magasabb","gáz (konvektor)","nincs megadva","nincs megadva","délnyugat","udvari","nincs megadva","nincs megadva","utca, közterület - ingyenes","1950-1980 között",NA,NA,"30 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","126 m²"," 5 ",NA,"felújított","duplakomfortos","AA","4","4","nincs","3 m-nél alacsonyabb","egyéb","nem","egy helyiségben","kelet","panorámás","nem","legfelső emelet, nem tetőtéri","önálló garázs - bérelhető","2001-2010 között","van","25 000 Ft/hó","4 m²","40 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81,4 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","46 m²"," 2 ","32,99 millió Ft","felújított","nincs megadva","nincs megadva","9","10","van","nincs megadva","házközponti egyedi méréssel","igen","nincs megadva","kelet","nincs megadva","nincs megadva","nem tetőtéri","utca, közterület - ingyenes",NA,"van","25 000 Ft/hó",NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","52 m²"," 2 ","28 millió Ft","felújított","összkomfortos","nincs megadva","3","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","egy helyiségben","délkelet","panorámás","nem","legfelső emelet, nem tetőtéri","udvari beálló - benne van az árban","1950-1980 között","nincs","25 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","42 m²"," 2 ","33,5 millió Ft","jó állapotú","összkomfortos","DD","félemelet","2","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel, gázkazán","nem","egy helyiségben","nincs megadva","kertre néző","nincs megadva","nem tetőtéri","udvari beálló - benne van az árban","2001-2010 között","nincs","30 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","41 m²"," 2 ","34,9 millió Ft","felújított","összkomfortos","nincs megadva","félemelet","2","nincs","3 m vagy magasabb","házközponti","nincs megadva","egy helyiségben","délkelet","udvari","nem","nem tetőtéri","nincs megadva","1950-1980 között","van","25 500 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","75 m²"," 3 ","49,9 millió Ft","felújított","összkomfortos","nincs megadva","1","4","nincs megadva","nincs megadva","házközponti egyedi méréssel","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nem tetőtéri","nincs megadva","1981-2000 között","van",NA,"3 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","47 m²"," 1 + 1 fél ","36,5 millió Ft","felújított","összkomfortos","E","3","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","egy helyiségben","nincs megadva","kertre néző","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","van","26 000 Ft/hó","2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","44 m²"," 2 ","26,5 millió Ft","felújított","összkomfortos","nincs megadva","1","3","nincs","3 m-nél alacsonyabb","gáz (cirko), gázkazán","nincs megadva","egy helyiségben","délkelet","utcai","nem","nem tetőtéri","nincs megadva","1950-1980 között","nincs","12 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","49 m²"," 2 ","43 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","igen","külön helyiségben","délkelet","udvari","nem","nem tetőtéri","teremgarázs hely - benne van az árban","2001-2010 között","nincs",NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","46 m²"," 2 ","28,6 millió Ft","jó állapotú","nincs megadva","nincs megadva","7","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","igen","egy helyiségben","délkelet","kertre néző","nincs megadva","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","nincs",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","97 m²"," 3 ","85 millió Ft","felújított","összkomfortos","nincs megadva","1","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","külön helyiségben","dél","kertre néző","nem","nem tetőtéri","teremgarázs hely - benne van az árban","2001-2010 között","van",NA,"17 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","29 m²"," 1 ","26 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","3","nincs","nincs megadva","gáz (konvektor)","nincs megadva","külön helyiségben","délnyugat","utcai","nincs megadva","nincs megadva","utca, közterület",NA,NA,NA,"1 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","94 m²"," 3 ","69,9 millió Ft","újszerű","duplakomfortos","nincs megadva","1","2","van","nincs megadva","házközponti egyedi méréssel","igen","külön és egyben is","nincs megadva","nincs megadva","nincs megadva","nem tetőtéri","nincs megadva","2001-2010 között",NA,"36 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","46 m²"," 1 + 1 fél ","25,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","2","10","van","nincs megadva","távfűtés egyedi méréssel","nincs megadva","egy helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","utca, közterület - ingyenes",NA,NA,"20 000 Ft/hó",NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","59 m²"," 2 ","33,4 millió Ft","felújított","komfortos","nincs megadva","2","4","van","nincs megadva","elektromos, gáz (konvektor)","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nem tetőtéri","utca, közterület - fizetős övezet",NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","49 m²"," 1 + 1 fél ","38 millió Ft","újszerű","nincs megadva","nincs megadva","2","6","van","nincs megadva","házközponti egyedi méréssel","nincs megadva","külön helyiségben","délnyugat","kertre néző","nem","nem tetőtéri","teremgarázs hely","2001-2010 között","van",NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","118 m²"," 3 ","89,8 millió Ft","felújított","duplakomfortos","nincs megadva","1","4","nincs","3 m vagy magasabb","gáz (cirko)","nincs megadva","külön és egyben is","dél","kertre néző","nem","nem tetőtéri","udvari beálló - benne van az árban","1950 előtt","van","18 000 Ft/hó","3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","87 m²"," 3 ","58 millió Ft","felújított","összkomfortos","nincs megadva","2","4","van","3 m vagy magasabb","gáz (cirko)","nem","külön helyiségben","nincs megadva","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt","van",NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","40 m²"," 1 + 1 fél ","29,7 millió Ft","felújított","összkomfortos","nincs megadva","1","4","nincs megadva","3 m vagy magasabb","gáz (cirko)","nincs megadva","nincs megadva","délnyugat","utcai","nem","nem tetőtéri","nincs megadva","1950-1980 között",NA,"16 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","32 m²"," 1 ","27,5 millió Ft","jó állapotú","nincs megadva","nincs megadva","4","nincs megadva","nincs","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","2001-2010 között","van",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","135 m²"," 4 + 1 fél ","84,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","4","4","nincs","3 m-nél alacsonyabb","nincs megadva","nincs megadva","külön és egyben is","délnyugat","panorámás","nincs megadva","tetőtéri","nincs megadva","1950-1980 között",NA,NA,"15 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","53 m²"," 2 ","40,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","4","nincs","nincs megadva","gáz (cirko)","nem","külön helyiségben","nincs megadva","utcai","igen","nem tetőtéri","utca, közterület - fizetős övezet","1950-1980 között","van",NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","46 m²"," 2 ","25,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","10","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","nincs megadva","egy helyiségben","kelet","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","52 m²"," 2 ","33,7 millió Ft","jó állapotú","nincs megadva","nincs megadva","1","4","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","32 m²"," 1 ","23 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","földszintes","nincs","3 m vagy magasabb","gáz (konvektor)","nem","egy helyiségben","nincs megadva","utcai","nincs megadva","nem tetőtéri","utca, közterület - fizetős övezet",NA,NA,"40 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","49 m²"," 2 ","35,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","külön helyiségben","délkelet","udvari","nem","nem tetőtéri","utca, közterület","1950-1980 között","nincs",NA,"1 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","55 m²"," 2 ","57 millió Ft","újszerű","összkomfortos","nincs megadva","2","2","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","délnyugat","panorámás","nincs megadva","penthouse","teremgarázs hely","2001-2010 között","van",NA,"33 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","49 m²"," 2 ","29,75 millió Ft","felújított","nincs megadva","CC","6","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","nem","külön helyiségben","nincs megadva","kertre néző","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","van","35 Ft/hó","3 m²",NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","93 m²"," 2 + 1 fél ",NA,"felújított","összkomfortos","nincs megadva","3","3","van","3 m vagy magasabb","gáz (konvektor), egyéb","nincs megadva","külön helyiségben","délkelet","utcai","nincs megadva","nem tetőtéri","utca, közterület","1950 előtt","van","17 000 Ft/hó","9 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","43 m²"," 2 ","34,4 millió Ft","újszerű","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel, gázkazán","nem","külön helyiségben","kelet","kertre néző","nem","legfelső emelet, nem tetőtéri","önálló garázs - kötelező megvenni",NA,NA,"25 000 Ft/hó",NA,"3.5 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","62 m²"," 2 ","39 millió Ft","jó állapotú","összkomfortos","AA","3","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","igen","külön helyiségben","délkelet","panorámás","nem","nem tetőtéri","önálló garázs - megvásárolható","1981-2000 között","van","8 500 Ft/hó","10 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","96 m²"," 3 ","89 millió Ft","újszerű","luxus","BB","1","6","van","3 m-nél alacsonyabb","házközponti","igen","külön és egyben is","délnyugat","kertre néző","nem","nem tetőtéri","teremgarázs hely - benne van az árban","2011","van","55 000 Ft/hó","18 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","51 m²"," 1 ","39,5 millió Ft","újszerű","összkomfortos","nincs megadva","félemelet","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","nincs megadva","utcai","nem","nem tetőtéri","utca, közterület","1950-1980 között","nincs","16 065 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","55 m²"," 2 ","47,45 millió Ft","újszerű","összkomfortos","nincs megadva","3","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","igen","egy helyiségben","délnyugat","nincs megadva","nincs megadva","nem tetőtéri","nincs megadva","2001-2010 között","nincs","16 000 Ft/hó","5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","94 m²"," 3 + 1 fél ","56 millió Ft","felújított","duplakomfortos","nincs megadva","földszint","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","igen","külön és egyben is","nincs megadva","udvari","igen","nem tetőtéri","önálló garázs - megvásárolható","1950 előtt",NA,NA,NA,"4.5 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","138 m²"," 6 ","137,9 millió Ft","újszerű","duplakomfortos","AA++","1","3","van","3 m-nél alacsonyabb","falfűtés, mennyezeti hűtés-fűtés","igen","külön és egyben is","nincs megadva","utcai","nem","nem tetőtéri","teremgarázs hely - benne van az árban","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","63 m²"," 2 ","51,9 millió Ft","újszerű","összkomfortos","nincs megadva","1","2","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","nyugat","kertre néző","nincs megadva","nem tetőtéri","udvari beálló - benne van az árban","1981-2000 között","van",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","75 m²"," 2 ","69,9 millió Ft","felújított","összkomfortos","nincs megadva","1","2","nincs","nincs megadva","házközponti","nincs megadva","külön és egyben is","észak","kertre néző","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt",NA,"50 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","51 m²"," 2 ","57 millió Ft","újszerű","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA,NA,"11 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","91 m²"," 3 ","79,9 millió Ft","felújított","duplakomfortos","nincs megadva","földszint","2","nincs","3 m vagy magasabb","gáz (cirko)","nem","külön és egyben is","nincs megadva","kertre néző","nem","nincs megadva","udvari beálló - benne van az árban","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","162 m²"," 4 ",NA,"újszerű","duplakomfortos","nincs megadva","földszint","3","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","igen","külön és egyben is","dél","kertre néző","igen","nem tetőtéri","teremgarázs hely - megvásárolható","2001-2010 között","van",NA,"92 m²","5 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA
"294","64 m²"," 2 ","43 millió Ft","felújított","összkomfortos","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","külön helyiségben","délnyugat","utcai","nem","legfelső emelet, nem tetőtéri","önálló garázs - megvásárolható","1950-1980 között",NA,NA,NA,"2.5 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","66 m²"," 3 ","57,5 millió Ft","újszerű","duplakomfortos","CC","1","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","igen","egy helyiségben","nincs megadva","nincs megadva","nem","nem tetőtéri","teremgarázs hely - megvásárolható","2017","van",NA,"8 m²","4 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","149 m²"," 4 ","140 millió Ft","újszerű","duplakomfortos","nincs megadva","1","2","nincs","3 m vagy magasabb","gáz (cirko)","nem","külön és egyben is","nincs megadva","utcai","nem","nem tetőtéri","udvari beálló - benne van az árban","1950-1980 között","van",NA,"5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
