"","Alapterület","Szobák száma"," Hitelre van szükséged? Kalkulálj! ","Ingatlan állapota","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Fűtés","Légkondicionáló","Akadálymentesített","Fürdő és WC","Tájolás","Kilátás","Kertkapcsolatos","Tetőtér","Parkolás","Építés éve","Rezsiköltség","Erkély","Parkolóhely ára","Panelprogram"," 220 000 € "," 109 510 € "," 80 880 € "," 97 330 € "," 69 540 € "," 97 150 € "," 76 000 € "," 118 000 € "," 178 250 € "," 69 180 € "," 71 470 € "," 195 690 € "," 193 860 € "," 220 090 € "," 144 900 € "," 103 640 € "," 250 000 € "," 208 000 € "," 140 000 € "," 83 050 € "," 74 930 € "," 222 290 € "," 107 700 € "," 72 620 € "," 64 440 € "," 84 430 € "," 85 550 € "," 82 790 € "," 221 850 € "," 73 880 € "," 77 480 € "," 81 330 € "," 80 370 € "," 66 450 € "," 91 860 € "," 86 210 € "," 73 770 € "," 144 330 € "," 95 990 € "," 58 260 € "," 85 870 € "," 138 070 € "," 111 610 € "," 158 310 € "," 24 000 € "," 88 720 € "," 73 940 € "," 173 330 € "," 61 580 € "," 117 790 € "," 108 980 € "," 271 350 € "," 97 450 € "," 111 800 € "," 76 140 € "," 61 070 € "," 74 470 € "," 81 670 € "," 125 570 € "," 109 200 € "
"39","104 m²"," 3 + 1 fél ","48,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","nem","külön helyiségben","dél","kertre néző","nem","nem tetőtéri","önálló garázs - kötelező megvenni","1981-2000 között",NA,"8 m²","4 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","65 m²"," 2 + 1 fél ","47 millió Ft","felújított","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","külön helyiségben","kelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,"30 000 Ft/hó","5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","74 m²"," 2 + 1 fél ","54,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","3","nincs","nincs megadva","gáz (cirko)","van","nincs megadva","külön és egyben is","délnyugat","kertre néző","nem","nincs megadva","önálló garázs - kötelező megvenni","2001-2010 között","14 000 Ft/hó","2 m²","4 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","40 m²"," 2 ","29,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","4","8","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","igen","egy helyiségben","délkelet","udvari","nincs megadva","nincs megadva","utca, közterület - ingyenes","2012",NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","46 m²"," 2 ","25,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","10","10","van","3 m-nél alacsonyabb","távfűtés",NA,"nincs megadva","egy helyiségben","kelet","panorámás","nincs megadva","legfelső emelet, nem tetőtéri","utca, közterület - ingyenes",NA,NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","46 m²"," 1 + 1 fél ","26 millió Ft","jó állapotú","összkomfortos","nincs megadva","10","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","van","nincs megadva","egy helyiségben","nyugat","panorámás","nem","legfelső emelet, nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","81 m²"," 2 + 1 fél ","94,9 millió Ft","újszerű","luxus","AA","3","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel",NA,"nincs megadva","külön helyiségben","dél","kertre néző","nincs megadva","nem tetőtéri","teremgarázs hely - benne van az árban","2018",NA,"28 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","64 m²"," 2 + 1 fél ","42,9 millió Ft","felújított","összkomfortos","nincs megadva","2","10","van","nincs megadva","távfűtés egyedi méréssel","van","igen","külön helyiségben","délkelet","nincs megadva","nincs megadva",NA,"nincs megadva","1950-1980 között",NA,"7.5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","40 m²"," 1 + 1 fél ","26,9 millió Ft","felújított","összkomfortos","nincs megadva","1","3","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nem","egy helyiségben","délkelet","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950-1980 között","5 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","58 m²"," 2 + 2 fél ","44,9 millió Ft","felújított","összkomfortos","nincs megadva","földszint","5","nincs","3 m-nél alacsonyabb","házközponti","van","igen","egy helyiségben","nincs megadva","kertre néző","nincs megadva","nincs megadva","utca, közterület - ingyenes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","98 m²"," 2 + 2 fél ","84,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","nincs megadva","nincs","nincs megadva","gáz (cirko)",NA,"nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","2001-2010 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","36 m²"," 1 ","22,5 millió Ft","felújított","összkomfortos","nincs megadva","1","4","van","3 m vagy magasabb","gáz (konvektor)",NA,"nincs megadva","külön helyiségben","nyugat","udvari","nincs megadva","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","53 m²"," 2 ","37,9 millió Ft","felújított","nincs megadva","CC","földszint","földszintes","nincs","nincs megadva","elektromos",NA,"nincs megadva","külön helyiségben","dél","nincs megadva","igen","nincs megadva","önálló garázs - benne van az árban","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","51 m²"," 2 ","37,4 millió Ft","jó állapotú","összkomfortos","nincs megadva","félemelet","3","nincs","3 m-nél alacsonyabb","gáz (konvektor), elektromos","nincs","nem","külön helyiségben","dél","kertre néző","nem","nem tetőtéri","udvari beálló - benne van az árban","1950-1980 között","2 000 Ft/hó","4.5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","55 m²"," 2 ","34,99 millió Ft","felújított","összkomfortos","nincs megadva","7","több mint 10","van","3 m-nél alacsonyabb","távfűtés",NA,"igen","egy helyiségben","délnyugat","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,"6 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","32 m²"," 1 ","22 millió Ft","felújított","összkomfortos","nincs megadva","1","4","van","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nem","egy helyiségben","délnyugat","utcai","nem","nem tetőtéri","utca, közterület",NA,NA,"1.5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","47 m²"," 1 + 1 fél ","34,2 millió Ft","újszerű","összkomfortos","nincs megadva","4","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","van","nem","nincs megadva","délnyugat","panorámás","nincs megadva","zárószint","utca, közterület","2001-2010 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","50 m²"," 1 + 1 fél ","39,9 millió Ft","újszerű","összkomfortos","nincs megadva","1","5","nincs megadva","nincs megadva","házközponti egyedi méréssel",NA,"nincs megadva","külön helyiségben","délnyugat","kertre néző","nincs megadva","nincs megadva","udvari beálló - kötelező megvenni","2001-2010 között","12 000 Ft/hó","3 m²","2 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","66 m²"," 3 ","68,8 millió Ft","újszerű","összkomfortos","AA","1","3","van","3 m-nél alacsonyabb","gáz (cirko)","van","igen","külön helyiségben","dél","kertre néző","nem","nem tetőtéri","teremgarázs hely - megvásárolható","2001-2010 között",NA,"11.3 m²","4 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","46 m²"," 1 + 1 fél ","32,99 millió Ft","felújított","összkomfortos","nincs megadva","9","10","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","egy helyiségben","kelet","utcai","nincs megadva","nincs megadva","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","37 m²"," 1 + 1 fél ",NA,"jó állapotú","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m vagy magasabb","gáz (konvektor)",NA,"nem","nincs megadva","dél","kertre néző","nem","nem tetőtéri","utca, közterület","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,"24,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","87 m²"," 2 + 1 fél ","54,9 millió Ft","felújított","összkomfortos","nincs megadva","4","4","van","3 m vagy magasabb","gáz (cirko)",NA,"nincs megadva","külön helyiségben","délkelet","panorámás","nincs megadva","nincs megadva","nincs megadva","1950 előtt",NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","98 m²"," 4 ","84,9 millió Ft","újszerű","nincs megadva","nincs megadva","földszint","2","nincs megadva","nincs megadva","gáz (cirko)",NA,"igen","külön helyiségben","délnyugat","kertre néző","igen","nem tetőtéri","önálló garázs - benne van az árban","2001-2010 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","56 m²"," 2 ","42,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","félemelet","2","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nem","külön helyiségben","dél","nincs megadva","nincs megadva","nem tetőtéri","önálló garázs - megvásárolható","1950-1980 között","25 000 Ft/hó","7 m²","4 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","73 m²"," 3 ","59,9 millió Ft","felújított","nincs megadva","nincs megadva","2","2","nincs megadva","3 m-nél alacsonyabb","nincs megadva","van","nincs megadva","külön helyiségben","kelet","panorámás","nincs megadva","nincs megadva","teremgarázs hely - kötelező megvenni","2001-2010 között","16 900 Ft/hó","6 m²","3 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","28 m²"," 1 ","26,3 millió Ft","felújított","komfortos","nincs megadva","földszint","2","nincs","3 m vagy magasabb","gáz (konvektor)","nincs","nem","egy helyiségben","dél","utcai","nem","nem tetőtéri","utca, közterület",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","51 m²"," 2 ","36,2 millió Ft","újszerű","komfortos","nincs megadva","1","2","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nincs megadva","külön helyiségben","nyugat","udvari","nem","nincs megadva","udvari beálló - benne van az árban","1950-1980 között",NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","34 m²"," 1 ","29 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","gáz (konvektor)","van","nem","külön helyiségben","kelet","udvari","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","6 000 Ft/hó","1 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","81 m²"," 2 + 2 fél ","39,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","félemelet","3","nincs","3 m vagy magasabb","gáz (cirko)","van","nem","külön helyiségben","nyugat","udvari","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950-1980 között","50 000 Ft/hó","3.5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","52 m²"," 2 ","32,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","félemelet","3","nincs megadva","nincs megadva","gáz (konvektor)",NA,"nincs megadva","külön helyiségben","nyugat","kertre néző","nincs megadva","nincs megadva","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","64 m²"," 2 + 1 fél ","42,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","9","9","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","külön helyiségben","kelet","panorámás","nem",NA,"utca, közterület","1950-1980 között",NA,"6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","64 m²"," 2 ","44,99 millió Ft","felújított","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","elektromos","van","nincs megadva","külön helyiségben","kelet","utcai","nem","zárószint","utca, közterület - ingyenes","1950-1980 között",NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","57 m²"," 3 ","52 millió Ft","felújított","összkomfortos","nincs megadva","3","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","külön helyiségben","nincs megadva","nincs megadva","igen","nincs megadva","utca, közterület","1950 előtt",NA,"4.2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","62 m²"," 2 + 1 fél ","38,99 millió Ft","felújított","nincs megadva","nincs megadva","1","4","van","3 m vagy magasabb","gáz (cirko)",NA,"nem","egy helyiségben","északnyugat","udvari","nincs megadva","nincs megadva","nincs megadva","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","71 m²"," 2 ","41,48 millió Ft","jó állapotú","komfortos","nincs megadva","1","2","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs","nincs megadva","külön helyiségben","északnyugat","utcai","nem","nincs megadva","udvari beálló - benne van az árban","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","34 m²"," 1 ","19,4 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","elektromos","nincs","nem","egy helyiségben","nyugat","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","70 m²"," 3 ","44,9 millió Ft","felújított","összkomfortos","nincs megadva","földszint","3","nincs","3 m vagy magasabb","gáz (cirko)","van","nincs megadva","külön és egyben is","nyugat","kertre néző","nincs megadva","nincs megadva","utca, közterület - fizetős övezet","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","29 m²"," 1 ","24,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)",NA,"nincs megadva","nincs megadva","nincs megadva","kertre néző","nincs megadva","nincs megadva","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","25 m²"," 1 ","22,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","4","nincs megadva","3 m vagy magasabb","gáz (konvektor)",NA,"nincs megadva","egy helyiségben","nincs megadva","udvari","nincs megadva","nincs megadva","utca, közterület","1950 előtt","6 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","68 m²"," 3 ","44,49 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel",NA,"nem","külön helyiségben","kelet","nincs megadva","nem","nem tetőtéri","utca, közterület - ingyenes","1981-2000 között",NA,"3 m²",NA,"nem vett részt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
